id,commune_name,commune_name_ascii,daira_name,daira_name_ascii,wilaya_code,wilaya_name,wilaya_name_ascii,osm_id
1431,جمعة أولاد الشيخ,Djemaa Ouled Cheikh,جليدة,Djelida,44,عين الدفلة,Aïn Defla,2738270
1432,جندل,Djendel,جندل,Djendel,44,عين الدفلة,Aïn Defla,2642511
1433,العبادية,El-Abadia,العبادية,El Abadia,44,عين الدفلة,Aïn Defla,2749875
1434,العامرة,El-Amra,العامرة,El Amra,44,عين الدفلة,Aïn Defla,2755387
1435,العطاف,El-Attaf,العطاف,El Attaf,44,عين الدفلة,Aïn Defla,2744462
1436,الماين,El-Maine,الروينة,Rouina,44,عين الدفلة,Aïn Defla,2742666
1437,حمام ريغة,Hammam-Righa,حمام ريغة,Hammam Righa,44,عين الدفلة,Aïn Defla,2625844
1438,الحسانية,Hassania,بطحية,Bathia,44,عين الدفلة,Aïn Defla,2740818
1439,الحسينية,Hoceinia,بومدفع,Boumedfaa,44,عين الدفلة,Aïn Defla,2628695
1440,خميس مليانة,Khemis-Miliana,خميس,Khemis,44,عين الدفلة,Aïn Defla,2658815
1441,المخاطرية,Mekhatria,العامرة,El Amra,44,عين الدفلة,Aïn Defla,2780991
1442,مليانة,Miliana,مليانة,Miliana,44,عين الدفلة,Aïn Defla,2783389
1443,وادي الشرفاء,Oued Chorfa,جندل,Djendel,44,عين الدفلة,Aïn Defla,2645875
1444,واد الجمعة,Oued Djemaa,عين الاشياخ,Ain Lechiakh,44,عين الدفلة,Aïn Defla,2648233
1445,الروينة,Rouina,الروينة,Rouina,44,عين الدفلة,Aïn Defla,2756568
1446,سيدي الأخضر,Sidi-Lakhdar,خميس,Khemis,44,عين الدفلة,Aïn Defla,2782513
1447,تاشتة زقاغة,Tacheta Zegagha,العبادية,El Abadia,44,عين الدفلة,Aïn Defla,2752239
1448,طارق بن زياد,Tarik-Ibn-Ziad,برج الأمير خالد,Bordj El Emir Khaled,44,عين الدفلة,Aïn Defla,2656514
1449,تبركانين,Tiberkanine,العطاف,El Attaf,44,عين الدفلة,Aïn Defla,2743654
1450,زدين,Zeddine,الروينة,Rouina,44,عين الدفلة,Aïn Defla,2759956
1451,عين بن خليل,Ain Ben Khelil,المشرية,Mecheria,45,النعامة,Naâma,6544116
1452,عين الصفراء,Ain Sefra,عين الصفراء,Ain Sefra,45,النعامة,Naâma,6544117
1453,عسلة,Asla,عسلة,Asla,45,النعامة,Naâma,6544115
1454,جنين بورزق,Djenienne Bourezg,مغرار,Moghrar,45,النعامة,Naâma,6544118
1455,البيوض,El Biodh,المشرية,Mecheria,45,النعامة,Naâma,6544119
1456,القصدير,Kasdir,مكمن بن عمار,Mekmen Ben Amar,45,النعامة,Naâma,6544120
1457,مكمن بن عمار,Makmen Ben Amar,مكمن بن عمار,Mekmen Ben Amar,45,النعامة,Naâma,424101075
1458,المشرية,Mecheria,المشرية,Mecheria,45,النعامة,Naâma,6544122
1459,مغرار,Moghrar,مغرار,Moghrar,45,النعامة,Naâma,6544123
1460,النعامة,Naama,النعامة,Naama,45,النعامة,Naâma,6544124
1461,سفيسيفة,Sfissifa,سفيسيفة,Sfissifa,45,النعامة,Naâma,6544125
1462,تيوت,Tiout,عين الصفراء,Ain Sefra,45,النعامة,Naâma,2889051
1463,أغلال,Aghlal,عين الكيحل,Ain Kihel,46,عين تيموشنت,Aïn Témouchent,6535195
1464,عين الأربعاء,Ain El Arbaa,عين الأربعاء,Ain Larbaa,46,عين تيموشنت,Aïn Témouchent,6535196
1465,عين الكيحل,Ain Kihal,عين الكيحل,Ain Kihel,46,عين تيموشنت,Aïn Témouchent,6535197
1466,عين تموشنت,Ain Temouchent,عين تموشنت,Ain Temouchent,46,عين تيموشنت,Aïn Témouchent,6535198
1467,عين الطلبة,Ain Tolba,عين الكيحل,Ain Kihel,46,عين تيموشنت,Aïn Témouchent,6535199
1468,عقب الليل,Aoubellil,عين الكيحل,Ain Kihel,46,عين تيموشنت,Aïn Témouchent,6535200
1469,بني صاف,Beni Saf,بني صاف,Beni Saf,46,عين تيموشنت,Aïn Témouchent,6535201
1470,بوزجار,Bouzedjar,العامرية,El Amria,46,عين تيموشنت,Aïn Témouchent,6535202
1471,شعبة اللحم,Chaabat El Ham,المالح,El Maleh,46,عين تيموشنت,Aïn Témouchent,6535203
1472,شنتوف,Chentouf,حمام بوحجر,Hammam Bou Hadjar,46,عين تيموشنت,Aïn Témouchent,6535204
1473,العامرية,El Amria,العامرية,El Amria,46,عين تيموشنت,Aïn Témouchent,6535205
1474,المالح,El Maleh,المالح,El Maleh,46,عين تيموشنت,Aïn Témouchent,4462441065
1475,المساعيد,El Messaid,العامرية,El Amria,46,عين تيموشنت,Aïn Témouchent,6535208
1476,الأمير عبد القادر,Emir Abdelkader,بني صاف,Beni Saf,46,عين تيموشنت,Aïn Témouchent,6024202
1477,حمام بوحجر,Hammam Bou Hadjar,حمام بوحجر,Hammam Bou Hadjar,46,عين تيموشنت,Aïn Témouchent,6535209
1478,الحساسنة,Hassasna,حمام بوحجر,Hammam Bou Hadjar,46,عين تيموشنت,Aïn Témouchent,6535210
1479,حاسي الغلة,Hassi El Ghella,العامرية,El Amria,46,عين تيموشنت,Aïn Témouchent,6535211
1480,وادي برقش,Oued Berkeche,حمام بوحجر,Hammam Bou Hadjar,46,عين تيموشنت,Aïn Témouchent,6535213
1481,وادي الصباح,Oued Sebbah,عين الأربعاء,Ain Larbaa,46,عين تيموشنت,Aïn Témouchent,6535212
1482,أولاد بوجمعة,Ouled Boudjemaa,العامرية,El Amria,46,عين تيموشنت,Aïn Témouchent,6535214
1483,أولاد الكيحل,Ouled Kihal,المالح,El Maleh,46,عين تيموشنت,Aïn Témouchent,6535215
1484,ولهاصة الغرابة,Oulhaca El Gheraba,ولهاصة الغرابة,Oulhassa Gheraba,46,عين تيموشنت,Aïn Témouchent,5839815
1485,سيدي بن عدة,Sidi Ben Adda,عين تموشنت,Ain Temouchent,46,عين تيموشنت,Aïn Témouchent,6535216
1486,سيدي بومدين,Sidi Boumediene,عين الأربعاء,Ain Larbaa,46,عين تيموشنت,Aïn Témouchent,6535217
1487,سيدي ورياش,Sidi Ouriache,ولهاصة الغرابة,Oulhassa Gheraba,46,عين تيموشنت,Aïn Témouchent,5839700
1488,سيدي صافي,Sidi Safi,بني صاف,Beni Saf,46,عين تيموشنت,Aïn Témouchent,6535218
1489,تامزورة,Tamzoura,عين الأربعاء,Ain Larbaa,46,عين تيموشنت,Aïn Témouchent,6535219
1490,تارقة,Terga,المالح,El Maleh,46,عين تيموشنت,Aïn Témouchent,6535220
1491,بريان,Berriane,بريان,Berriane,47,غرداية,Ghardaïa,4873727
1492,بونورة,Bounoura,بونورة,Bounoura,47,غرداية,Ghardaïa,4873420
1493,ضاية بن ضحوة,Dhayet Bendhahoua,ضاية بن ضحوة,Dhayet Ben Dhahoua,47,غرداية,Ghardaïa,4518068
1494,العطف,El Atteuf,بونورة,Bounoura,47,غرداية,Ghardaïa,4873693
1495,المنيعة,El Meniaa,المنيعة,El Menia,58,المنيعة,El Menia,5118960
1496,غرداية,Ghardaia,غرداية,Ghardaia,47,غرداية,Ghardaïa,4503228
1497,القرارة,El Guerrara,القرارة,El Guerrara,47,غرداية,Ghardaïa,4874055
1498,حاسي الفحل,Hassi Fehal,المنصورة,Mansourah,58,المنيعة,El Menia,5117624
1499,حاسي القارة,Hassi Gara,المنيعة,El Menia,58,المنيعة,El Menia,5118975
1500,المنصورة,Mansoura,المنصورة,Mansourah,47,غرداية,Ghardaïa,5117521
1501,متليلي,Metlili,متليلي,Metlili,47,غرداية,Ghardaïa,5012152
1502,سبسب,Sebseb,متليلي,Metlili,47,غرداية,Ghardaïa,5012624
1503,زلفانة,Zelfana,زلفانة,Zelfana,47,غرداية,Ghardaïa,4874098
1504,عين الرحمة,Ain Rahma,يلل,Yellel,48,غليزان,Relizane,6559336
1505,عين طارق,Ain-Tarek,عين طارق,Ain Tarek,48,غليزان,Relizane,6559342
1506,عمي موسى,Ammi Moussa,عمي موسى,Ammi Moussa,48,غليزان,Relizane,6559331
1507,بلعسل بوزقزة,Belaassel Bouzagza,المطمر,El Matmar,48,غليزان,Relizane,6559345
1508,بن داود,Bendaoud,غليزان,Relizane,48,غليزان,Relizane,4474388
1509,بني درقن,Beni Dergoun,زمورة,Zemmoura,48,غليزان,Relizane,6559354
1510,بني زنطيس,Beni Zentis,سيدي أمحمد بن علي,Sidi M'hamed Ben Ali,48,غليزان,Relizane,6559358
1511,دار بن عبد الله,Dar Ben Abdelah,زمورة,Zemmoura,48,غليزان,Relizane,6559362
1512,جديوية,Djidiouia,جديوية,Djidiouia,48,غليزان,Relizane,6559366
1513,الحاسي,El Hassi,عمي موسى,Ammi Moussa,48,غليزان,Relizane,5209309
1514,الحمادنة,El H'madna,الحمادنة,El H'madna,48,غليزان,Relizane,6559375
1515,الولجة,El Ouldja,عمي موسى,Ammi Moussa,48,غليزان,Relizane,1618537
1516,القطار,El-Guettar,مازونة,Mazouna,48,غليزان,Relizane,6559371
1517,المطمر,El-Matmar,المطمر,El Matmar,48,غليزان,Relizane,6559382
1518,حد الشكالة,Had Echkalla,عين طارق,Ain Tarek,48,غليزان,Relizane,6559390
1519,حمري,Hamri,جديوية,Djidiouia,48,غليزان,Relizane,6559394
1520,القلعة,Kalaa,يلل,Yellel,48,غليزان,Relizane,6559400
1521,لحلاف,Lahlef,وادي رهيو,Oued Rhiou,48,غليزان,Relizane,6559404
1522,مازونة,Mazouna,مازونة,Mazouna,48,غليزان,Relizane,6559405
1523,مديونة,Mediouna,سيدي أمحمد بن علي,Sidi M'hamed Ben Ali,48,غليزان,Relizane,6559406
1524,منداس,Mendes,منداس,Mendes,48,غليزان,Relizane,2219090
1525,مرجة سيدي عابد,Merdja Sidi Abed,وادي رهيو,Oued Rhiou,48,غليزان,Relizane,6559408
1526,واريزان,Ouarizane,وادي رهيو,Oued Rhiou,48,غليزان,Relizane,6559409
1527,وادي الجمعة,Oued El Djemaa,الحمادنة,El H'madna,48,غليزان,Relizane,6559410
1528,وادي السلام,Oued Essalem,منداس,Mendes,48,غليزان,Relizane,6559411
1529,وادي رهيو,Oued-Rhiou,وادي رهيو,Oued Rhiou,48,غليزان,Relizane,6559412
1530,أولاد يعيش,Ouled Aiche,عمي موسى,Ammi Moussa,48,غليزان,Relizane,6559414
1531,أولاد سيدي الميهوب,Ouled Sidi Mihoub,جديوية,Djidiouia,48,غليزان,Relizane,6559413
1532,الرمكة,Ramka,الرمكة,Ramka,48,غليزان,Relizane,6559415
1533,غليزان,Relizane,غليزان,Relizane,48,غليزان,Relizane,6559416
1534,سيدي  خطاب,Sidi Khettab,المطمر,El Matmar,48,غليزان,Relizane,6559417
1535,سيدي لزرق,Sidi Lazreg,منداس,Mendes,48,غليزان,Relizane,6559418
1536,سيدي أمحمد بن علي,Sidi M'hamed Benali,سيدي أمحمد بن علي,Sidi M'hamed Ben Ali,48,غليزان,Relizane,6559419
1537,سيدي امحمد بن عودة,Sidi M'hamed Benaouda,المطمر,El Matmar,48,غليزان,Relizane,6559420
1538,سيدي سعادة,Sidi Saada,يلل,Yellel,48,غليزان,Relizane,6559421
1539,سوق الحد,Souk El Had,الرمكة,Ramka,48,غليزان,Relizane,6559422
1540,يلل,Yellel,يلل,Yellel,48,غليزان,Relizane,6559423
1541,زمورة,Zemmoura,زمورة,Zemmoura,48,غليزان,Relizane,4424825
